dataset,m,rep,classifier,accuracy
motivating,10,20,rbf_svm,0.8
motivating,10,21,rf,0.8
motivating,10,21,1nn,0.8
motivating,10,21,linear_svm,0.8
motivating,10,21,rbf_svm,0.8333333333333334
motivating,10,22,rf,0.7
motivating,10,22,1nn,0.7333333333333333
motivating,10,22,linear_svm,0.7333333333333333
motivating,10,22,rbf_svm,0.7333333333333333
motivating,10,23,rf,0.7333333333333333
motivating,10,23,1nn,0.6666666666666666
motivating,10,23,linear_svm,0.7666666666666667
motivating,10,23,rbf_svm,0.7333333333333333
motivating,10,24,rf,0.8
motivating,10,24,1nn,0.7333333333333333
motivating,10,24,linear_svm,0.8333333333333334
motivating,10,24,rbf_svm,0.7666666666666667
motivating,10,25,rf,0.7666666666666667
motivating,10,25,1nn,0.8
motivating,10,25,linear_svm,0.8333333333333334
motivating,10,25,rbf_svm,0.7666666666666667
motivating,10,26,rf,0.6
motivating,10,26,1nn,0.7
motivating,10,26,linear_svm,0.7
motivating,10,26,rbf_svm,0.7
motivating,10,27,rf,0.8666666666666667
motivating,10,27,1nn,0.6
motivating,10,27,linear_svm,0.8333333333333334
motivating,10,27,rbf_svm,0.8666666666666667
motivating,10,28,rf,0.6666666666666666
motivating,10,28,1nn,0.8333333333333334
motivating,10,28,linear_svm,0.7666666666666667
motivating,10,28,rbf_svm,0.8
motivating,10,29,rf,0.8
motivating,10,29,1nn,0.7666666666666667
motivating,10,29,linear_svm,0.8333333333333334
motivating,10,29,rbf_svm,0.8666666666666667
motivating,10,30,rf,0.9666666666666667
motivating,10,30,1nn,0.8666666666666667
motivating,10,30,linear_svm,0.9
motivating,10,30,rbf_svm,0.9666666666666667
motivating,10,31,rf,0.8666666666666667
motivating,10,31,1nn,0.7
motivating,10,31,linear_svm,0.8666666666666667
motivating,10,31,rbf_svm,0.9
motivating,10,32,rf,0.8666666666666667
motivating,10,32,1nn,0.8666666666666667
motivating,10,32,linear_svm,0.9
motivating,10,32,rbf_svm,0.9
motivating,10,33,rf,0.7666666666666667
motivating,10,33,1nn,0.7
motivating,10,33,linear_svm,0.8333333333333334
motivating,10,33,rbf_svm,0.8
motivating,10,34,rf,0.8333333333333334
motivating,10,34,1nn,0.9333333333333333
motivating,10,34,linear_svm,0.8666666666666667
motivating,10,34,rbf_svm,0.8333333333333334
motivating,10,35,rf,0.7666666666666667
motivating,10,35,1nn,0.8
motivating,10,35,linear_svm,0.8666666666666667
motivating,10,35,rbf_svm,0.9
motivating,10,36,rf,0.9666666666666667
motivating,10,36,1nn,0.8
motivating,10,36,linear_svm,0.8333333333333334
motivating,10,36,rbf_svm,0.9333333333333333
motivating,10,37,rf,0.8333333333333334
motivating,10,37,1nn,0.6666666666666666
motivating,10,37,linear_svm,0.8333333333333334
motivating,10,37,rbf_svm,0.7666666666666667
motivating,10,38,rf,0.9333333333333333
motivating,10,38,1nn,0.8333333333333334
motivating,10,38,linear_svm,0.8333333333333334
motivating,10,38,rbf_svm,0.9
motivating,10,39,rf,0.7333333333333333
motivating,10,39,1nn,0.9
motivating,10,39,linear_svm,0.8666666666666667
motivating,10,39,rbf_svm,0.9
motivating,10,40,rf,0.7333333333333333
motivating,10,40,1nn,0.6333333333333333
motivating,10,40,linear_svm,0.6666666666666666
motivating,10,40,rbf_svm,0.7
motivating,10,41,rf,0.8
motivating,10,41,1nn,0.8333333333333334
motivating,10,41,linear_svm,0.8333333333333334
motivating,10,41,rbf_svm,0.8666666666666667
motivating,10,42,rf,0.8666666666666667
motivating,10,42,1nn,0.8
motivating,10,42,linear_svm,0.9
motivating,10,42,rbf_svm,0.8666666666666667
motivating,10,43,rf,0.9
motivating,10,43,1nn,0.8
motivating,10,43,linear_svm,0.9333333333333333
motivating,10,43,rbf_svm,0.8333333333333334
motivating,10,44,rf,0.7
motivating,10,44,1nn,0.6666666666666666
motivating,10,44,linear_svm,0.8333333333333334
motivating,10,44,rbf_svm,0.7333333333333333
motivating,10,45,rf,0.9333333333333333
motivating,10,45,1nn,0.8
motivating,10,45,linear_svm,0.9333333333333333
motivating,10,45,rbf_svm,0.9333333333333333
motivating,10,46,rf,0.7666666666666667
motivating,10,46,1nn,0.6333333333333333
motivating,10,46,linear_svm,0.9
motivating,10,46,rbf_svm,0.7666666666666667
motivating,10,47,rf,0.8666666666666667
motivating,10,47,1nn,0.8
motivating,10,47,linear_svm,0.9333333333333333
motivating,10,47,rbf_svm,0.9
motivating,10,48,rf,0.8
motivating,10,48,1nn,0.8
motivating,10,48,linear_svm,0.8333333333333334
motivating,10,48,rbf_svm,0.8333333333333334
motivating,10,49,rf,0.7666666666666667
motivating,10,49,1nn,0.8333333333333334
motivating,10,49,linear_svm,0.8333333333333334
motivating,10,49,rbf_svm,0.8333333333333334
motivating,25,0,rf,0.7666666666666667
motivating,25,0,1nn,0.8
motivating,25,0,linear_svm,0.7666666666666667
motivating,25,0,rbf_svm,0.7333333333333333
motivating,25,1,rf,0.9
motivating,25,1,1nn,0.8
motivating,25,1,linear_svm,0.9333333333333333
motivating,25,1,rbf_svm,0.9333333333333333
motivating,25,2,rf,0.9
motivating,25,2,1nn,0.8
motivating,25,2,linear_svm,0.9
motivating,25,2,rbf_svm,0.9
motivating,25,3,rf,0.8333333333333334
motivating,25,3,1nn,0.8666666666666667
motivating,25,3,linear_svm,0.8333333333333334
motivating,25,3,rbf_svm,0.8666666666666667
motivating,25,4,rf,0.9333333333333333
motivating,25,4,1nn,0.8333333333333334
motivating,25,4,linear_svm,0.9
motivating,25,4,rbf_svm,0.9333333333333333
motivating,25,5,rf,0.8
motivating,25,5,1nn,0.8
motivating,25,5,linear_svm,0.8
motivating,25,5,rbf_svm,0.8333333333333334
motivating,25,6,rf,0.9
motivating,25,6,1nn,0.8333333333333334
motivating,25,6,linear_svm,0.9333333333333333
motivating,25,6,rbf_svm,0.9333333333333333
motivating,25,7,rf,0.8333333333333334
motivating,25,7,1nn,0.8
motivating,25,7,linear_svm,0.8666666666666667
motivating,25,7,rbf_svm,0.8666666666666667
motivating,25,8,rf,0.8333333333333334
motivating,25,8,1nn,0.8
motivating,25,8,linear_svm,0.8666666666666667
motivating,25,8,rbf_svm,0.8666666666666667
motivating,25,9,rf,0.9666666666666667
motivating,25,9,1nn,0.9
motivating,25,9,linear_svm,0.9333333333333333
motivating,25,9,rbf_svm,0.8333333333333334
motivating,25,10,rf,0.8666666666666667
motivating,25,10,1nn,0.8333333333333334
motivating,25,10,linear_svm,0.8666666666666667
motivating,25,10,rbf_svm,0.8666666666666667
motivating,25,11,rf,0.9
motivating,25,11,1nn,0.9
motivating,25,11,linear_svm,0.9
motivating,25,11,rbf_svm,0.9
motivating,25,12,rf,0.9
motivating,25,12,1nn,0.8333333333333334
motivating,25,12,linear_svm,0.8333333333333334
motivating,25,12,rbf_svm,0.8333333333333334
motivating,25,13,rf,0.8
motivating,25,13,1nn,0.8
motivating,25,13,linear_svm,0.7666666666666667
motivating,25,13,rbf_svm,0.8333333333333334
motivating,25,14,rf,0.8
motivating,25,14,1nn,0.8333333333333334
motivating,25,14,linear_svm,0.8333333333333334
motivating,25,14,rbf_svm,0.8333333333333334
motivating,25,15,rf,0.9
motivating,25,15,1nn,0.8
motivating,25,15,linear_svm,0.9
motivating,25,15,rbf_svm,0.9
motivating,25,16,rf,0.9333333333333333
motivating,25,16,1nn,0.9666666666666667
motivating,25,16,linear_svm,0.9333333333333333
motivating,25,16,rbf_svm,0.9333333333333333
motivating,25,17,rf,0.9
motivating,25,17,1nn,0.9
motivating,25,17,linear_svm,0.8333333333333334
motivating,25,17,rbf_svm,0.9
motivating,25,18,rf,0.9
motivating,25,18,1nn,0.8666666666666667
motivating,25,18,linear_svm,0.8666666666666667
motivating,25,18,rbf_svm,0.9333333333333333
motivating,25,19,rf,0.8666666666666667
motivating,25,19,1nn,0.8666666666666667
motivating,25,19,linear_svm,0.9
motivating,25,19,rbf_svm,0.9
motivating,25,20,rf,0.9333333333333333
motivating,25,20,1nn,0.8666666666666667
motivating,25,20,linear_svm,0.9333333333333333
motivating,25,20,rbf_svm,0.9333333333333333
motivating,25,21,rf,0.8333333333333334
motivating,25,21,1nn,0.7666666666666667
motivating,25,21,linear_svm,0.9333333333333333
motivating,25,21,rbf_svm,0.9333333333333333
motivating,25,22,rf,0.8333333333333334
motivating,25,22,1nn,0.8666666666666667
motivating,25,22,linear_svm,0.9
motivating,25,22,rbf_svm,0.8666666666666667
motivating,25,23,rf,0.7666666666666667
motivating,25,23,1nn,0.8333333333333334
motivating,25,23,linear_svm,0.8333333333333334
motivating,25,23,rbf_svm,0.9333333333333333
motivating,25,24,rf,0.9333333333333333
motivating,25,24,1nn,0.8333333333333334
motivating,25,24,linear_svm,0.9666666666666667
motivating,25,24,rbf_svm,0.9
motivating,25,25,rf,0.9
motivating,25,25,1nn,0.6333333333333333
motivating,25,25,linear_svm,0.9
motivating,25,25,rbf_svm,0.9
motivating,25,26,rf,0.8666666666666667
motivating,25,26,1nn,0.8333333333333334
motivating,25,26,linear_svm,0.9333333333333333
motivating,25,26,rbf_svm,0.9333333333333333
motivating,25,27,rf,0.8
motivating,25,27,1nn,0.7666666666666667
motivating,25,27,linear_svm,0.7666666666666667
motivating,25,27,rbf_svm,0.8
motivating,25,28,rf,0.9
motivating,25,28,1nn,0.7666666666666667
motivating,25,28,linear_svm,0.8333333333333334
motivating,25,28,rbf_svm,0.8666666666666667
motivating,25,29,rf,0.7333333333333333
motivating,25,29,1nn,0.6333333333333333
motivating,25,29,linear_svm,0.8
motivating,25,29,rbf_svm,0.8
motivating,25,30,rf,0.8666666666666667
motivating,25,30,1nn,0.9
motivating,25,30,linear_svm,0.8666666666666667
motivating,25,30,rbf_svm,0.9333333333333333
motivating,25,31,rf,0.8333333333333334
motivating,25,31,1nn,0.8333333333333334
motivating,25,31,linear_svm,0.8
motivating,25,31,rbf_svm,0.7666666666666667
motivating,25,32,rf,0.9333333333333333
motivating,25,32,1nn,0.8
motivating,25,32,linear_svm,0.8666666666666667
motivating,25,32,rbf_svm,0.9
motivating,25,33,rf,0.8333333333333334
motivating,25,33,1nn,0.8666666666666667
motivating,25,33,linear_svm,0.9333333333333333
motivating,25,33,rbf_svm,0.8666666666666667
motivating,25,34,rf,0.8333333333333334
motivating,25,34,1nn,0.7333333333333333
motivating,25,34,linear_svm,0.9
motivating,25,34,rbf_svm,0.9
motivating,25,35,rf,0.9333333333333333
motivating,25,35,1nn,0.9
motivating,25,35,linear_svm,0.9333333333333333
motivating,25,35,rbf_svm,0.9666666666666667
motivating,25,36,rf,0.9
motivating,25,36,1nn,0.8666666666666667
motivating,25,36,linear_svm,0.9666666666666667
motivating,25,36,rbf_svm,0.9666666666666667
motivating,25,37,rf,0.8666666666666667
motivating,25,37,1nn,0.7
motivating,25,37,linear_svm,0.9
motivating,25,37,rbf_svm,0.9
motivating,25,38,rf,0.8333333333333334
motivating,25,38,1nn,0.8333333333333334
motivating,25,38,linear_svm,0.9
motivating,25,38,rbf_svm,0.8666666666666667
motivating,25,39,rf,0.7666666666666667
motivating,25,39,1nn,0.8333333333333334
motivating,25,39,linear_svm,0.8
motivating,25,39,rbf_svm,0.8333333333333334
motivating,25,40,rf,0.8666666666666667
motivating,25,40,1nn,0.8666666666666667
motivating,25,40,linear_svm,0.9333333333333333
motivating,25,40,rbf_svm,0.9
motivating,25,41,rf,0.9
motivating,25,41,1nn,0.8666666666666667
motivating,25,41,linear_svm,0.9333333333333333
motivating,25,41,rbf_svm,0.9333333333333333
motivating,25,42,rf,0.8333333333333334
motivating,25,42,1nn,0.7
motivating,25,42,linear_svm,0.8666666666666667
motivating,25,42,rbf_svm,0.8666666666666667
motivating,25,43,rf,0.9
motivating,25,43,1nn,0.8666666666666667
motivating,25,43,linear_svm,0.9
motivating,25,43,rbf_svm,0.9333333333333333
motivating,25,44,rf,0.8666666666666667
motivating,25,44,1nn,0.7666666666666667
motivating,25,44,linear_svm,0.8666666666666667
motivating,25,44,rbf_svm,0.8333333333333334
motivating,25,45,rf,0.7333333333333333
motivating,25,45,1nn,0.7
motivating,25,45,linear_svm,0.7333333333333333
motivating,25,45,rbf_svm,0.7666666666666667
motivating,25,46,rf,0.9333333333333333
motivating,25,46,1nn,0.8666666666666667
motivating,25,46,linear_svm,0.8666666666666667
motivating,25,46,rbf_svm,0.9
motivating,25,47,rf,0.7333333333333333
motivating,25,47,1nn,0.7333333333333333
motivating,25,47,linear_svm,0.8666666666666667
motivating,25,47,rbf_svm,0.8666666666666667
motivating,25,48,rf,0.7666666666666667
motivating,25,48,1nn,0.8666666666666667
motivating,25,48,linear_svm,0.8666666666666667
motivating,25,48,rbf_svm,0.8333333333333334
motivating,25,49,rf,0.8333333333333334
motivating,25,49,1nn,0.8
motivating,25,49,linear_svm,0.9
motivating,25,49,rbf_svm,0.9
motivating,50,0,rf,0.8666666666666667
motivating,50,0,1nn,0.8333333333333334
motivating,50,0,linear_svm,0.8333333333333334
motivating,50,0,rbf_svm,0.8333333333333334
motivating,50,1,rf,0.8666666666666667
motivating,50,1,1nn,0.9
motivating,50,1,linear_svm,0.9
motivating,50,1,rbf_svm,0.9
motivating,50,2,rf,0.9
motivating,50,2,1nn,0.8333333333333334
motivating,50,2,linear_svm,0.8333333333333334
motivating,50,2,rbf_svm,0.8666666666666667
motivating,50,3,rf,0.8
motivating,50,3,1nn,0.7666666666666667
motivating,50,3,linear_svm,0.8
motivating,50,3,rbf_svm,0.8
motivating,50,4,rf,0.8333333333333334
motivating,50,4,1nn,0.8
motivating,50,4,linear_svm,0.8666666666666667
motivating,50,4,rbf_svm,0.8333333333333334
motivating,50,5,rf,0.9
motivating,50,5,1nn,0.8333333333333334
motivating,50,5,linear_svm,0.9
motivating,50,5,rbf_svm,0.9
motivating,50,6,rf,0.9333333333333333
motivating,50,6,1nn,0.9666666666666667
motivating,50,6,linear_svm,0.9666666666666667
motivating,50,6,rbf_svm,1.0
motivating,50,7,rf,0.8666666666666667
motivating,50,7,1nn,0.8666666666666667
motivating,50,7,linear_svm,0.8333333333333334
motivating,50,7,rbf_svm,0.8666666666666667
motivating,50,8,rf,0.8666666666666667
motivating,50,8,1nn,0.8666666666666667
motivating,50,8,linear_svm,0.9666666666666667
motivating,50,8,rbf_svm,1.0
motivating,50,9,rf,0.9
motivating,50,9,1nn,0.8666666666666667
motivating,50,9,linear_svm,0.9
motivating,50,9,rbf_svm,0.8666666666666667
motivating,50,10,rf,0.7666666666666667
motivating,50,10,1nn,0.8333333333333334
motivating,50,10,linear_svm,0.8333333333333334
motivating,50,10,rbf_svm,0.8666666666666667
motivating,50,11,rf,0.9
motivating,50,11,1nn,0.8666666666666667
motivating,50,11,linear_svm,0.8333333333333334
motivating,50,11,rbf_svm,0.8666666666666667
motivating,50,12,rf,0.8333333333333334
motivating,50,12,1nn,0.8
motivating,50,12,linear_svm,0.8333333333333334
motivating,50,12,rbf_svm,0.8666666666666667
motivating,50,13,rf,0.8333333333333334
motivating,50,13,1nn,0.7666666666666667
motivating,50,13,linear_svm,0.8666666666666667
motivating,50,13,rbf_svm,0.9333333333333333
motivating,50,14,rf,1.0
motivating,50,14,1nn,0.8666666666666667
motivating,50,14,linear_svm,0.9666666666666667
motivating,50,14,rbf_svm,0.9333333333333333
motivating,50,15,rf,0.9666666666666667
motivating,50,15,1nn,0.8666666666666667
motivating,50,15,linear_svm,0.9
motivating,50,15,rbf_svm,0.8666666666666667
motivating,50,16,rf,0.8
motivating,50,16,1nn,0.8
motivating,50,16,linear_svm,0.8
motivating,50,16,rbf_svm,0.7666666666666667
motivating,50,17,rf,0.8666666666666667
motivating,50,17,1nn,0.9333333333333333
motivating,50,17,linear_svm,0.8666666666666667
motivating,50,17,rbf_svm,0.8666666666666667
motivating,50,18,rf,0.8666666666666667
motivating,50,18,1nn,0.8333333333333334
motivating,50,18,linear_svm,0.8666666666666667
motivating,50,18,rbf_svm,0.8666666666666667
motivating,50,19,rf,0.8333333333333334
motivating,50,19,1nn,0.8333333333333334
motivating,50,19,linear_svm,0.9
motivating,50,19,rbf_svm,0.8666666666666667
motivating,50,20,rf,0.8
motivating,50,20,1nn,0.7333333333333333
motivating,50,20,linear_svm,0.8666666666666667
motivating,50,20,rbf_svm,0.8333333333333334
motivating,50,21,rf,0.9
motivating,50,21,1nn,0.9333333333333333
motivating,50,21,linear_svm,0.9
motivating,50,21,rbf_svm,0.9666666666666667
motivating,50,22,rf,0.9333333333333333
motivating,50,22,1nn,0.9
motivating,50,22,linear_svm,0.9
motivating,50,22,rbf_svm,0.9
motivating,50,23,rf,0.8666666666666667
motivating,50,23,1nn,0.8666666666666667
motivating,50,23,linear_svm,0.8666666666666667
motivating,50,23,rbf_svm,0.8666666666666667
motivating,50,24,rf,0.9
motivating,50,24,1nn,0.9
motivating,50,24,linear_svm,0.9333333333333333
motivating,50,24,rbf_svm,0.9333333333333333
motivating,50,25,rf,0.9333333333333333
motivating,50,25,1nn,0.9333333333333333
motivating,50,25,linear_svm,1.0
motivating,50,25,rbf_svm,1.0
motivating,50,26,rf,0.9333333333333333
motivating,50,26,1nn,0.8333333333333334
motivating,50,26,linear_svm,0.9
motivating,50,26,rbf_svm,0.9
motivating,50,27,rf,0.8333333333333334
motivating,50,27,1nn,0.8333333333333334
motivating,50,27,linear_svm,0.9
motivating,50,27,rbf_svm,0.9
motivating,50,28,rf,0.8333333333333334
motivating,50,28,1nn,0.8333333333333334
motivating,50,28,linear_svm,0.8666666666666667
motivating,50,28,rbf_svm,0.9
motivating,50,29,rf,0.8333333333333334
motivating,50,29,1nn,0.8666666666666667
motivating,50,29,linear_svm,0.9666666666666667
motivating,50,29,rbf_svm,0.9333333333333333
motivating,50,30,rf,0.8666666666666667
motivating,50,30,1nn,0.8666666666666667
motivating,50,30,linear_svm,0.9
motivating,50,30,rbf_svm,0.9
motivating,50,31,rf,0.8666666666666667
motivating,50,31,1nn,0.8666666666666667
motivating,50,31,linear_svm,0.9333333333333333
motivating,50,31,rbf_svm,0.9666666666666667
motivating,50,32,rf,0.8666666666666667
motivating,50,32,1nn,0.8
motivating,50,32,linear_svm,0.8666666666666667
motivating,50,32,rbf_svm,0.8
motivating,50,33,rf,0.8666666666666667
motivating,50,33,1nn,0.8333333333333334
motivating,50,33,linear_svm,0.8666666666666667
motivating,50,33,rbf_svm,0.8666666666666667
motivating,50,34,rf,0.9333333333333333
motivating,50,34,1nn,0.8666666666666667
motivating,50,34,linear_svm,0.9
motivating,50,34,rbf_svm,0.9
motivating,50,35,rf,0.8666666666666667
motivating,50,35,1nn,0.8666666666666667
motivating,50,35,linear_svm,0.8333333333333334
motivating,50,35,rbf_svm,0.8666666666666667
motivating,50,36,rf,0.8333333333333334
motivating,50,36,1nn,0.8333333333333334
motivating,50,36,linear_svm,0.8333333333333334
motivating,50,36,rbf_svm,0.9
motivating,50,37,rf,0.9
motivating,50,37,1nn,0.9
motivating,50,37,linear_svm,0.9
motivating,50,37,rbf_svm,0.9333333333333333
motivating,50,38,rf,0.7
motivating,50,38,1nn,0.8333333333333334
motivating,50,38,linear_svm,0.8
motivating,50,38,rbf_svm,0.8333333333333334
motivating,50,39,rf,0.8333333333333334
motivating,50,39,1nn,0.7666666666666667
motivating,50,39,linear_svm,0.8666666666666667
motivating,50,39,rbf_svm,0.8333333333333334
motivating,50,40,rf,0.9666666666666667
motivating,50,40,1nn,0.9333333333333333
motivating,50,40,linear_svm,0.9
motivating,50,40,rbf_svm,0.9
motivating,50,41,rf,0.9333333333333333
motivating,50,41,1nn,0.9333333333333333
motivating,50,41,linear_svm,0.9333333333333333
motivating,50,41,rbf_svm,0.9333333333333333
motivating,50,42,rf,0.9333333333333333
motivating,50,42,1nn,0.9333333333333333
motivating,50,42,linear_svm,0.9666666666666667
motivating,50,42,rbf_svm,0.9333333333333333
motivating,50,43,rf,1.0
motivating,50,43,1nn,0.9333333333333333
motivating,50,43,linear_svm,1.0
motivating,50,43,rbf_svm,0.9666666666666667
motivating,50,44,rf,0.9
motivating,50,44,1nn,0.7666666666666667
motivating,50,44,linear_svm,0.8333333333333334
motivating,50,44,rbf_svm,0.8
motivating,50,45,rf,0.9333333333333333
motivating,50,45,1nn,0.8666666666666667
motivating,50,45,linear_svm,0.9
motivating,50,45,rbf_svm,0.9333333333333333
motivating,50,46,rf,0.8333333333333334
motivating,50,46,1nn,0.8333333333333334
motivating,50,46,linear_svm,0.8333333333333334
motivating,50,46,rbf_svm,0.8333333333333334
motivating,50,47,rf,0.9333333333333333
motivating,50,47,1nn,0.8
motivating,50,47,linear_svm,0.9333333333333333
motivating,50,47,rbf_svm,0.9
motivating,50,48,rf,0.9333333333333333
motivating,50,48,1nn,0.8333333333333334
motivating,50,48,linear_svm,0.9333333333333333
motivating,50,48,rbf_svm,0.9333333333333333
motivating,50,49,rf,0.9
motivating,50,49,1nn,0.8666666666666667
motivating,50,49,linear_svm,1.0
motivating,50,49,rbf_svm,1.0
motivating,100,0,rf,0.9333333333333333
motivating,100,0,1nn,0.8333333333333334
motivating,100,0,linear_svm,0.8666666666666667
motivating,100,0,rbf_svm,0.9333333333333333
motivating,100,1,rf,0.9
motivating,100,1,1nn,0.9333333333333333
motivating,100,1,linear_svm,0.9
motivating,100,1,rbf_svm,0.8666666666666667
motivating,100,2,rf,0.8333333333333334
motivating,100,2,1nn,0.8666666666666667
motivating,100,2,linear_svm,0.8
motivating,100,2,rbf_svm,0.8333333333333334
motivating,100,3,rf,0.8666666666666667
motivating,100,3,1nn,0.8666666666666667
motivating,100,3,linear_svm,0.8333333333333334
motivating,100,3,rbf_svm,0.8666666666666667
motivating,100,4,rf,0.9333333333333333
motivating,100,4,1nn,0.9666666666666667
motivating,100,4,linear_svm,0.9
motivating,100,4,rbf_svm,0.9
motivating,100,5,rf,0.9666666666666667
motivating,100,5,1nn,0.9666666666666667
motivating,100,5,linear_svm,0.9333333333333333
motivating,100,5,rbf_svm,1.0
motivating,100,6,rf,0.9666666666666667
motivating,100,6,1nn,0.9333333333333333
motivating,100,6,linear_svm,0.9
motivating,100,6,rbf_svm,0.9333333333333333
motivating,100,7,rf,0.9333333333333333
motivating,100,7,1nn,0.9666666666666667
motivating,100,7,linear_svm,0.9333333333333333
motivating,100,7,rbf_svm,0.9333333333333333
motivating,100,8,rf,0.8
motivating,100,8,1nn,0.7666666666666667
motivating,100,8,linear_svm,0.9
motivating,100,8,rbf_svm,0.8333333333333334
motivating,100,9,rf,0.8
motivating,100,9,1nn,0.8666666666666667
motivating,100,9,linear_svm,0.8666666666666667
motivating,100,9,rbf_svm,0.8666666666666667
motivating,100,10,rf,0.8666666666666667
motivating,100,10,1nn,0.9333333333333333
motivating,100,10,linear_svm,0.8333333333333334
motivating,100,10,rbf_svm,0.8666666666666667
motivating,100,11,rf,0.9333333333333333
motivating,100,11,1nn,0.9666666666666667
motivating,100,11,linear_svm,0.9666666666666667
motivating,100,11,rbf_svm,0.9666666666666667
motivating,100,12,rf,0.9
motivating,100,12,1nn,0.9333333333333333
motivating,100,12,linear_svm,0.9
motivating,100,12,rbf_svm,0.9333333333333333
motivating,100,13,rf,0.8666666666666667
motivating,100,13,1nn,0.9
motivating,100,13,linear_svm,0.9
motivating,100,13,rbf_svm,0.9
motivating,100,14,rf,0.8666666666666667
motivating,100,14,1nn,0.9
motivating,100,14,linear_svm,0.8666666666666667
motivating,100,14,rbf_svm,0.9
motivating,100,15,rf,0.9
motivating,100,15,1nn,0.8666666666666667
motivating,100,15,linear_svm,0.8666666666666667
motivating,100,15,rbf_svm,0.9333333333333333
motivating,100,16,rf,0.8666666666666667
motivating,100,16,1nn,0.9333333333333333
motivating,100,16,linear_svm,0.9333333333333333
motivating,100,16,rbf_svm,0.9
motivating,100,17,rf,0.9333333333333333
motivating,100,17,1nn,0.9
motivating,100,17,linear_svm,0.9
motivating,100,17,rbf_svm,0.9333333333333333
motivating,100,18,rf,0.7666666666666667
motivating,100,18,1nn,0.9
motivating,100,18,linear_svm,0.8333333333333334
motivating,100,18,rbf_svm,0.8666666666666667
motivating,100,19,rf,0.8333333333333334
motivating,100,19,1nn,0.9333333333333333
motivating,100,19,linear_svm,0.9
motivating,100,19,rbf_svm,0.9666666666666667
motivating,100,20,rf,0.7333333333333333
motivating,100,20,1nn,0.8666666666666667
motivating,100,20,linear_svm,0.8333333333333334
motivating,100,20,rbf_svm,0.8333333333333334
motivating,100,21,rf,0.9666666666666667
motivating,100,21,1nn,0.9
motivating,100,21,linear_svm,0.9666666666666667
motivating,100,21,rbf_svm,1.0
motivating,100,22,rf,0.9333333333333333
motivating,100,22,1nn,0.9333333333333333
motivating,100,22,linear_svm,0.9
motivating,100,22,rbf_svm,0.9666666666666667
motivating,100,23,rf,0.8666666666666667
motivating,100,23,1nn,0.9
motivating,100,23,linear_svm,0.9333333333333333
motivating,100,23,rbf_svm,0.9333333333333333
motivating,100,24,rf,0.8333333333333334
motivating,100,24,1nn,0.8333333333333334
motivating,100,24,linear_svm,0.8333333333333334
motivating,100,24,rbf_svm,0.8666666666666667
motivating,100,25,rf,0.9
motivating,100,25,1nn,0.9333333333333333
motivating,100,25,linear_svm,0.9
motivating,100,25,rbf_svm,0.9333333333333333
motivating,100,26,rf,0.8333333333333334
motivating,100,26,1nn,0.8666666666666667
motivating,100,26,linear_svm,0.8
motivating,100,26,rbf_svm,0.8333333333333334
motivating,100,27,rf,0.7666666666666667
motivating,100,27,1nn,0.9333333333333333
motivating,100,27,linear_svm,0.8666666666666667
motivating,100,27,rbf_svm,0.9333333333333333
motivating,100,28,rf,0.9666666666666667
motivating,100,28,1nn,0.9333333333333333
motivating,100,28,linear_svm,1.0
motivating,100,28,rbf_svm,1.0
motivating,100,29,rf,0.9
motivating,100,29,1nn,0.8666666666666667
motivating,100,29,linear_svm,0.9
motivating,100,29,rbf_svm,0.9
motivating,100,30,rf,0.9666666666666667
motivating,100,30,1nn,0.9
motivating,100,30,linear_svm,0.9666666666666667
motivating,100,30,rbf_svm,1.0
motivating,100,31,rf,0.8333333333333334
motivating,100,31,1nn,0.9
motivating,100,31,linear_svm,0.8333333333333334
motivating,100,31,rbf_svm,0.8333333333333334
motivating,100,32,rf,0.8666666666666667
motivating,100,32,1nn,0.9333333333333333
motivating,100,32,linear_svm,0.9
motivating,100,32,rbf_svm,0.9333333333333333
motivating,100,33,rf,0.8333333333333334
motivating,100,33,1nn,0.8333333333333334
motivating,100,33,linear_svm,0.9
motivating,100,33,rbf_svm,0.8666666666666667
motivating,100,34,rf,0.9
motivating,100,34,1nn,0.8666666666666667
motivating,100,34,linear_svm,0.9666666666666667
motivating,100,34,rbf_svm,0.9333333333333333
motivating,100,35,rf,0.9333333333333333
motivating,100,35,1nn,0.9
motivating,100,35,linear_svm,0.8666666666666667
motivating,100,35,rbf_svm,0.8666666666666667
motivating,100,36,rf,0.9333333333333333
motivating,100,36,1nn,0.9333333333333333
motivating,100,36,linear_svm,0.9333333333333333
motivating,100,36,rbf_svm,0.9
motivating,100,37,rf,0.9333333333333333
motivating,100,37,1nn,0.9
motivating,100,37,linear_svm,0.9
motivating,100,37,rbf_svm,0.9
motivating,100,38,rf,0.8333333333333334
motivating,100,38,1nn,0.9
motivating,100,38,linear_svm,0.8666666666666667
motivating,100,38,rbf_svm,0.9
motivating,100,39,rf,0.9
motivating,100,39,1nn,0.9666666666666667
motivating,100,39,linear_svm,0.9
motivating,100,39,rbf_svm,0.9333333333333333
motivating,100,40,rf,0.9333333333333333
motivating,100,40,1nn,1.0
motivating,100,40,linear_svm,0.9666666666666667
motivating,100,40,rbf_svm,1.0
motivating,100,41,rf,0.8666666666666667
motivating,100,41,1nn,0.8666666666666667
motivating,100,41,linear_svm,0.9
motivating,100,41,rbf_svm,0.9
motivating,100,42,rf,0.8
